PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
I-B-XA1207672-190508-03335,156.9,171.95,146.4,120.71,12.07,12.16,,11.97,6.62,22.6,26.9,94.27,6.62
I-B-XA1207672-190829-00048,145.7,157.23,156.5,112.18,12.1,12.11,0.37,11.97,6.42,25.19,19.4,104.12,6.41
I-B-XA1207672-190503-02601,155.4,150.31,151.3,113.73,12.08,12.28,,11.97,6.62,25.97,16.1,95.17,6.61
I-B-XA1207672-190831-00626,145.3,136.38,153.9,110.51,12.13,12.23,0.4,11.97,6.44,20.44,17.2,85.88,6.41
I-B-XA1207672-190729-00066,170.3,154.42,154.6,105.96,11.83,12.22,0.38,11.97,6.6,24.11,19.4,98.1,6.6
I-B-XA1207672-190615-01623,155.9,163.29,156.1,109.49,11.88,12.21,,11.97,6.62,22.37,16.7,87.09,6.6
I-B-XA1207672-190713-00526,198,163.09,179.1,114,11.83,12.23,,11.97,6.11,26.43,15.3,105.4,6.61
I-B-XA1207672-190422-00353,163,180.15,166.4,115.52,12.08,12.2,,11.97,6.62,22.91,18.5,100.7,6.61
I-B-XA1207672-190906-03635,150.9,152.22,147.1,118.06,12.06,12.22,0.41,11.97,6.4,24.33,13.5,97.95,6.43
I-B-XA1207672-190905-00998,165.3,136.9,154.5,114.42,12.1,12.19,0.41,11.97,6.41,24.06,21.9,100.62,6.41
I-B-XA1207672-190508-03321,155,153.25,175.5,116.03,12.1,12.2,,11.97,6.6,22.71,18.5,93.33,6.6
I-B-XA1207672-190528-02745,147,166.91,160.5,109.37,11.88,12.14,,11.97,6.64,23.23,29.1,94.44,6.62
I-B-XA1207672-190629-01014,175.4,149.79,171.2,110,11.76,12.25,,11.98,6.62,25.86,14.8,103.3,6.61
I-B-XA1207672-190621-01177,165.7,163.76,153.6,113.76,11.87,12.36,,11.97,6.6,25.18,9.2,100.17,6.61
I-B-XA1207672-190527-00378,183.4,146.74,170.6,109.83,11.91,12.41,,11.98,6.62,23.54,12.4,97.81,6.6
I-B-XA1207672-190830-03231,157.1,140.93,150.9,110.83,12.12,12.2,0.4,11.97,6.41,16.91,19.6,92.43,6.4
I-B-XA1207672-190527-00505,176.5,166.99,150.1,108.4,11.89,12.24,,11.98,6.62,25.47,20.4,94.92,6.6
I-B-XA1207672-190528-02823,155.6,168.41,150.6,113.53,11.88,12.31,,11.97,6.65,23.56,25.5,95.36,6.64
I-B-XA1207672-190712-01423,182,138.75,195.5,110.12,11.86,12.24,,11.98,6.6,25.92,15.1,98.83,6.61
I-B-XA1207672-190713-00970,152.7,159.51,159.1,113.15,11.83,12.23,,11.97,6.62,26.25,18,107.93,6.61
I-B-XA1207672-190627-01151,176.2,153.25,170.4,115.74,11.71,12.31,,11.97,6.62,26.61,10.6,95.35,6.61
I-B-XA1207672-190503-00451,152.4,150.49,143.3,115.75,12.09,12.31,,11.97,6.62,20.56,12.2,96.25,6.62
I-B-XA1207672-190627-01884,179.2,155.85,146.8,114.75,11.71,12.23,,11.97,6.61,26.22,11.8,101.41,6.63
I-B-XA1207672-190828-01522,144.9,158.16,149.6,112.21,12.13,12.2,0.4,11.97,6.41,22.07,20.7,97.38,6.41
I-B-XA1207672-190621-00767,158.3,150.75,152.8,117.31,11.91,12.35,,11.97,6.61,23.12,12.5,94.69,6.6
I-B-XA1207672-190828-00915,141.9,149.21,158.7,117.38,12.13,12.28,0.39,11.97,6.41,21.29,13.5,102.97,6.43
I-B-XA1207672-190701-00329,181.9,171.95,184.3,104.56,11.75,12.41,,11.97,6.61,28.27,13,100.97,6.6
I-B-XA1207672-190907-01141,157.6,152.23,186.7,115.12,12.05,12.21,0.38,11.97,6.41,22.79,34.5,96.37,6.43
I-B-XA1207672-190906-00246,163.7,142.51,140.1,109.35,12.04,12.18,0.41,11.97,6.44,22.32,14.8,96.74,6.41
I-B-XA1207672-190424-00978,158.8,161.96,160.7,114.47,12.08,12.27,,11.97,6.62,22.47,13.1,100.91,6.61
I-B-XA1207672-190513-01117,135.5,170.4,167.4,113.1,11.9,12.29,,11.97,6.61,27.23,13.8,104.16,6.61
I-B-XA1207672-190715-00375,165.9,150.09,152.4,113.79,11.86,12.18,,11.97,6.61,28.09,18.8,110.46,6.61
I-B-XA1207672-190502-02629,145.9,169,168.5,109.85,12.06,12.2,,11.98,6.62,23.96,18.9,97.94,6.6
I-B-XA1207672-190701-00619,177.9,164.18,161.9,105.93,11.74,12.24,,11.97,6.6,26.01,17,105.94,6.61
I-B-XA1207672-190502-02926,146.5,157.06,179.6,113.4,12.06,12.24,,11.97,6.61,22.19,21.3,103.04,6.6
I-B-XA1207672-190907-02458,165.7,143.34,175.6,122.27,12.05,12.15,0.41,11.97,6.4,21.37,20.4,93.27,6.41
I-B-XA1207672-190627-01689,173.6,138.2,197.6,117.35,11.71,12.36,,11.97,6.61,23.62,15.8,102.13,6.54
I-B-XA1207672-190520-00831,140.1,167.89,150,111.42,11.88,12.24,,11.97,6.63,23.76,23.1,89.33,6.6
I-B-XA1207672-190828-01515,151.9,156.38,158.6,113.71,12.14,12.19,0.39,11.97,6.41,23.6,24.5,93.95,6.4
I-B-XA1207672-190712-03115,193.1,146.24,196.3,111.45,11.87,12.28,,11.97,6.61,23.58,16.9,96.49,6.6
I-B-XA1207672-190530-04079,155.4,145.72,161.2,112.59,11.91,12.24,,11.98,6.64,22.69,15.4,88.69,6.61
I-B-XA1207672-190422-00153,152,170.61,129.7,115.61,12.08,12.18,,11.97,6.61,23.03,23.6,97.77,6.61
I-B-XA1207672-190502-02378,144.9,169.36,159.6,112.03,12.07,12.29,,11.97,6.61,23.99,14.1,96.83,6.61
I-B-XA1207672-190822-00569,185.8,153.2,159.2,111.73,11.83,12.25,0.38,11.97,6.6,25.54,19.1,102.92,6.61
I-B-XA1207672-190706-01770,175.4,153.73,163.4,118.34,11.77,12.37,,11.97,6.61,25.95,8.3,97.1,6.61
I-B-XA1207672-190508-01140,147.5,151.6,149.6,117.57,12.11,12.28,,11.97,6.62,21.62,20.7,98.75,6.61
I-B-XA1207672-190802-01187,149.6,157.85,155.2,113.23,11.83,12.36,0.36,11.97,6.61,27.73,10.4,97.3,6.6
I-B-XA1207672-190422-00747,190.8,172.54,161.9,117.32,12.09,12.2,,11.97,6.6,23.59,25.6,99.83,6.6
I-B-XA1207672-190830-01996,184.5,149.76,160.2,114.38,12.11,12.21,0.38,11.97,6.41,19.66,24.9,83.74,6.43
I-B-XA1207672-190830-01764,168.5,154.86,154.4,117.18,12.11,12.28,0.38,11.97,6.4,19.45,13.7,97.17,6.42
I-B-XA1207672-190703-00814,159,171.18,158.7,110.03,11.73,12.29,,11.97,6.63,27.69,14.5,99.55,6.62
I-B-XA1207672-190906-02631,142.1,136.29,189.2,115.83,12.06,12.3,0.41,11.97,6.41,23.45,15.7,102.95,6.42
I-B-XA1207672-190425-00862,164.4,169.6,175.3,113.65,12.06,12.19,,11.97,6.62,23.54,27.5,106.37,6.61
I-B-XA1207672-190907-00555,167.6,135.98,169.7,110.3,12.06,12.2,0.41,11.97,6.41,21.46,15.9,98.35,6.41
I-B-XA1207672-190830-02870,141,151.6,153.9,111.07,12.13,12.24,0.39,11.97,6.41,19.37,17.4,80.59,6.41
I-B-XA1207672-190610-00002,152.4,149.89,174.8,121.87,11.9,12.3,,11.97,6.62,23.71,23.4,90.63,6.61
I-B-XA1207672-190802-00221,156,141.14,142.5,111.81,11.82,12.42,0.37,11.97,6.6,22.54,9.5,91.85,6.62
I-B-XA1207672-190712-01110,182.2,150.33,136.8,116.01,11.85,12.24,,11.97,6.61,25.81,18.8,103.96,6.61
I-B-XA1207672-190621-00892,152.6,148.45,161.8,114.08,11.88,12.33,,11.97,6.63,25.58,13.3,95.73,6.62
I-B-XA1207672-190906-01205,173.4,141.69,197.7,112.76,12.05,12.29,0.41,11.97,6.41,23.1,11.9,98.51,6.27
I-B-XA1207672-190701-00735,174.4,148.06,180.7,114.16,11.75,12.23,,11.97,6.61,27.55,29,96.65,6.61
I-B-XA1207672-190831-00531,159.1,151.45,149.6,112.36,12.11,12.24,0.39,11.97,6.41,21.29,20.2,99.35,6.42
I-B-XA1207672-190830-01753,147.3,155.8,172.9,117.31,12.1,12.21,0.38,11.97,6.4,17.71,16.5,88.55,6.42
I-B-XA1207672-190906-02835,173.5,149.13,166.1,108.09,12.03,12.31,0.41,11.97,6.41,23.07,14.2,105.25,6.44
I-B-XA1207672-190520-01100,165.4,172.55,158.7,114.44,11.88,12.28,,11.97,6.61,26.39,14.5,102.23,6.61
I-B-XA1207672-190907-02163,172.1,153.41,176.9,121.48,12.05,12.19,0.41,11.97,6.41,25.2,16.3,102.06,6.41
I-B-XA1207672-190508-03710,168.4,168.92,159.8,116.96,12.07,12.28,,11.97,6.62,23.81,12.3,96.44,6.62
I-B-XA1207672-190830-03292,140.6,157.5,149.7,113.19,12.1,12.23,0.39,11.97,6.41,19.22,17,83.84,6.4
I-B-XA1207672-190513-00164,148.1,167.44,166.7,115.42,11.94,12.2,,11.97,6.61,27.38,24,110.06,6.62
I-B-XA1207672-190829-00450,147.2,141.92,163.3,111.97,12.11,12.27,0.39,11.97,6.41,19.07,34.2,84.91,6.42
I-B-XA1207672-190906-00039,146.6,148.31,121.1,120.04,12.05,12.18,0.41,11.97,6.41,26.84,23.1,108.61,6.43
I-B-XA1207672-190429-00131,177.5,180.82,147.3,113.91,12.06,12.27,,11.98,6.62,24.85,20.8,102.99,6.61
I-B-XA1207672-190531-00273,155.1,150.08,168.3,110.42,11.9,12.27,,11.97,6.61,22.96,11.4,91.63,6.6
I-B-XA1207672-190815-00351,137.7,165.72,131.8,112.79,11.83,12.25,0.39,11.97,6.6,27.61,24.7,98.6,6.62
I-B-XA1207672-190802-01217,143.4,159.61,141.2,114.84,11.81,12.36,0.4,11.97,6.61,24.32,18.5,95.46,6.61
I-B-XA1207672-190830-04513,147.3,141.5,178.3,113.29,12.12,12.25,0.39,11.97,6.4,17.46,23,80.84,6.43
I-B-XA1207672-190729-00315,168.4,144.62,138.7,112.66,11.88,12.15,0.37,11.97,6.6,22.23,18.8,91.36,6.61
I-B-XA1207672-190713-00035,197.8,162.72,164.1,110.06,11.83,12.28,,11.97,6.44,26.08,13.9,109.7,6.63
I-B-XA1207672-190906-03540,136.6,138.52,164.5,117.54,12.05,12.27,0.41,11.97,6.41,23.69,11.5,100.39,6.4
I-B-XA1207672-190503-03478,147.1,155.56,173.1,107.86,12.09,12.15,,11.97,6.62,22.69,20.3,94.26,6.61
I-B-XA1207672-190422-00257,174.5,175.23,151.1,115.33,12.07,12.17,,11.97,6.62,22.7,19.1,100.21,6.6
I-B-XA1207672-190712-00778,156.9,141.94,182.6,116.05,11.86,12.21,,11.97,6.6,25.56,22.7,98.58,6.62
I-B-XA1207672-190502-01447,137,170.77,150.1,115.13,12.06,12.27,,11.98,6.61,21.78,24.3,103.42,6.61
I-B-XA1207672-190508-02710,127.1,171.74,197.7,115.06,12.06,12.2,,11.97,6.62,23.6,14.9,94.37,6.56
I-B-XA1207672-190610-00303,137.8,163.59,150.5,121.79,11.89,12.33,,11.97,6.62,22.52,12,90.84,6.61
I-B-XA1207672-190520-00929,149.9,161.88,142.5,117.74,11.9,12.2,,11.97,6.62,25.45,16.2,101.86,6.61
I-B-XA1207672-190802-02444,160.3,148.96,168.3,107.01,11.84,12.36,0.38,11.97,6.6,25.37,10.9,106.89,6.64
I-B-XA1207672-190429-00374,135.8,178.8,141.6,115.89,12.06,12.25,,11.97,6.61,27.05,15.7,111.37,6.62
I-B-XA1207672-190907-01477,149.4,139.66,161.6,116.8,12.06,12.2,0.41,11.97,6.4,20.25,18.2,94.76,6.41
I-B-XA1207672-190503-02917,136.1,167.54,168.6,110.19,12.05,12.18,,11.97,6.62,23.64,21.9,96.04,6.64
I-B-XA1207672-190504-01877,191.4,174.23,151.3,117.39,12.06,12.25,,11.98,6.6,24.3,22.4,100.4,6.61
I-B-XA1207672-190906-01658,162.1,134.36,188.5,117.85,12.05,12.14,0.41,11.97,6.41,23.52,33.6,94.58,6.43
I-B-XA1207672-190829-00670,128.1,150.3,140.3,111.28,12.12,12.24,0.39,11.97,6.41,18.9,15,81.84,6.41
I-B-XA1207672-190502-02754,152.5,173.89,165.5,115.04,12.06,12.32,,11.97,6.61,25.98,15.9,97.19,6.62
I-B-XA1207672-190627-00931,198.1,136.52,191.7,112.08,11.72,12.21,,11.97,6.17,23.05,18.2,98.45,6.6
I-B-XA1207672-190828-01256,171.8,146.81,166,116.96,12.11,12.25,0.4,11.97,6.44,22.39,10.5,92.76,6.41
I-B-XA1207672-190828-01321,173.1,147.49,169.6,113.42,12.13,12.24,0.4,11.97,6.42,22.57,18.1,94.53,6.4
I-B-XA1207672-190520-00978,145.7,168.94,161.7,114.6,11.9,12.26,,11.98,6.62,24.09,15,97.7,6.62
I-B-XA1207672-190429-00597,175.9,181.92,165.7,114.28,12.04,12.19,,11.98,6.61,27.74,17.6,107.53,6.63
I-B-XA1207672-190906-02426,154.3,147.83,163.4,112.46,12.03,12.17,0.41,11.97,6.41,24.95,18.7,102.98,6.4
I-B-XA1207672-190815-00321,145,165.35,144.2,116.39,11.82,12.33,0.4,11.97,6.61,27.21,15.8,113.91,6.61
I-B-XA1207672-190906-03455,158.7,145.6,167.4,113.64,12.04,12.24,0.41,11.97,6.42,24.4,18.9,95.79,6.41
I-B-XA1207672-190906-02733,142.1,143.39,142.7,123.27,12.03,12.1,0.41,11.97,6.41,25.84,33.9,100.28,6.4
I-B-XA1207672-190906-02093,142.1,148.39,163.7,115.91,12.04,12.26,0.41,11.97,6.4,22.35,21.8,101.4,6.41
I-B-XA1207672-190703-00823,172.5,165.14,137.3,111.73,11.75,12.37,,11.97,6.61,25.77,11.7,109.15,6.63
I-B-XA1207672-190906-01239,170.5,138.97,197.8,112.53,12.05,12.3,0.41,11.97,6.41,23.3,19.4,101.65,6.37
I-B-XA1207672-190828-02993,157.7,150.6,169.3,104.98,12.12,12.14,0.37,11.97,6.41,21.36,23.6,97.4,6.41
I-B-XA1207672-190803-00121,156.3,159.64,160.9,107.43,11.82,12.23,0.38,11.97,6.61,27.13,23.2,105.33,6.65
I-B-XA1207672-190530-03251,141.9,152.31,159.1,118.91,11.91,12.25,,11.97,6.62,24.5,16,96.21,6.63
I-B-XA1207672-190907-01044,182.3,144.23,166.5,110.6,12.06,12.37,0.41,11.97,6.4,21.45,11.4,95.02,6.41
I-B-XA1207672-190905-00738,147.3,153.13,162.7,119.26,12.1,12.29,0.42,11.97,6.41,31.28,12.4,103.58,6.41
I-B-XA1207672-190427-02242,150.5,171.43,168.8,118.05,12.06,12.19,,11.97,6.61,23.49,10.2,103.23,6.62
I-B-XA1207672-190621-01515,163.9,162.25,159.4,114.55,11.86,12.34,,11.97,6.61,26.25,12,95.88,6.62
I-B-XA1207672-190530-04086,164.3,150.85,156.9,112.1,11.9,12.3,,11.97,6.62,25.37,14.9,89.66,6.62
I-B-XA1207672-190802-01623,157.4,162.61,149.2,111.8,11.82,12.23,0.36,11.97,6.63,25.03,22.1,93.78,6.61
I-B-XA1207672-190528-03330,155.3,166.36,166.3,105.69,11.88,12.35,,11.98,6.61,24.44,12.2,91.23,6.6
I-B-XA1207672-190502-02212,160.9,156.47,163.3,111.42,12.09,12.19,,11.98,6.61,23.02,37.7,98.34,6.61
I-B-XA1207672-190503-02475,154.6,149.94,184.8,114.64,12.1,12.22,,11.97,6.62,23.31,25.1,101.97,6.6
I-B-XA1207672-190502-01244,143,157.48,137.4,110.46,12.08,12.29,,11.98,6.6,24.13,17.5,99.67,6.61
I-B-XA1207672-190715-00352,152.1,156.53,182.2,109.54,11.85,12.21,,11.97,6.62,25.18,20.7,107.51,6.6
I-B-XA1207672-190802-02616,136.9,168.33,128.3,116.67,11.83,12.31,0.36,11.97,6.61,27.58,15.9,106.25,6.63
I-B-XA1207672-190503-02666,175.9,169.24,145.1,120.52,12.06,12.19,,11.97,6.62,24.16,23.2,93.56,6.61
I-B-XA1207672-190427-02259,180.3,156.25,197.4,117.34,12.07,12.24,,11.97,6.6,22.03,11.5,96.46,6.59
I-B-XA1207672-190803-00297,175.1,159.96,149.2,111.85,11.82,12.15,0.37,11.97,6.61,24.97,28.9,97.57,6.62
I-B-XA1207672-190427-02241,188.9,155.33,186.9,118.53,12.07,12.14,,11.97,6.61,21.07,24.2,96.64,6.62
I-B-XA1207672-190906-00655,143.8,131.71,154.9,114.55,12.04,12.18,0.4,11.97,6.41,20.29,20.8,95.14,6.41
I-B-XA1207672-190906-03450,161.7,132.56,170.4,114.15,12.06,12.24,0.41,11.97,6.4,23.55,12.1,95.82,6.44
I-B-XA1207672-190829-00085,141.6,153.74,142.1,116.6,12.13,12.25,0.39,11.97,6.41,16.62,15.8,84.53,6.41
I-B-XA1207672-190528-03094,163.5,170.33,155.3,107.01,11.88,12.21,,11.97,6.6,25.2,17.1,89.98,6.6
I-B-XA1207672-190503-03961,155.5,155.63,146.7,112.3,12.09,12.18,,11.98,6.61,22.49,16,100.1,6.63
I-B-XA1207672-190802-02572,171.1,169.22,149.8,114.06,11.82,12.27,0.38,11.97,6.6,22.19,15.3,109.42,6.61
I-B-XA1207672-190906-00228,135.6,150.24,140.1,110.68,12.04,12.23,0.41,11.97,6.4,23.98,12.3,100.67,6.41
I-B-XA1207672-190513-01232,166.1,157.72,133.5,114.24,11.94,12.25,,11.98,6.62,27.99,18,105.02,6.61
I-B-XA1207672-190504-01149,167.3,155.91,175.8,119.96,12.1,12.18,,11.97,6.6,24.99,22.5,100.2,6.62
I-B-XA1207672-190906-03157,171.7,142.85,142.5,128.33,12.04,12.23,0.41,11.97,6.4,24.59,21.2,104.1,6.43
I-B-XA1207672-190801-01242,130.8,139.23,180.6,112.77,11.83,12.36,0.37,11.97,6.61,26.55,11.5,98.95,6.63
I-B-XA1207672-190713-00644,178,159.18,185.2,109.95,11.83,12.27,,11.97,6.6,25.16,20.3,105.8,6.62
I-B-XA1207672-190422-00143,197.4,176.52,175.4,115.11,12.08,12.17,,11.97,6.59,23.54,24.9,101.43,6.61
I-B-XA1207672-190706-01979,166.7,140.97,158.7,111.63,11.77,12.18,,11.97,6.61,24.67,19,96.16,6.6
I-B-XA1207672-190429-00864,156.4,174.08,145.8,119.38,12.05,12.19,,11.98,6.61,23.83,18.7,101.2,6.61
I-B-XA1207672-190422-00506,183,152.23,194.4,116.17,12.1,12.27,,11.97,6.63,19.05,13.9,97.68,6.61
I-B-XA1207672-190422-00097,140.9,184.79,150.6,111.98,12.08,12.28,,11.98,6.6,23.41,18.7,102.67,6.61
I-B-XA1207672-190830-02265,154.8,141.67,159.5,111.95,12.12,12.27,0.4,11.97,6.41,17.67,17,81.13,6.42
I-B-XA1207672-190801-02183,148.9,143.47,159.7,107.57,11.85,12.17,0.38,11.97,6.61,23.62,18.9,96.36,6.6
I-B-XA1207672-190503-02742,148.1,173.2,187.6,112.51,12.06,12.27,,11.97,6.6,23.86,12.3,96.38,6.62
I-B-XA1207672-190712-00982,174.1,152.71,195,112.26,11.84,12.27,,11.97,6.64,22.54,23,95.17,6.63
I-B-XA1207672-190727-01122,143.5,139.05,168.4,115.23,11.85,12.28,0.41,11.97,6.6,23.81,18.3,100.17,6.62
I-B-XA1207672-190906-00933,141.8,147.55,142,109.38,12.03,12.27,0.41,11.97,6.41,23.01,21.6,100.77,6.43
I-B-XA1207672-190713-00831,197.9,148.85,178.6,111.88,11.85,12.16,,11.97,6.4,26.84,16.9,105.73,6.6
I-B-XA1207672-190712-01033,174,145.27,184.4,117.21,11.86,12.3,,11.97,6.6,24.2,14,98.04,6.61
I-B-XA1207672-190513-00773,146.6,173.98,162.1,118.84,11.93,12.23,,11.97,6.62,28.68,18.2,98.95,6.61
I-B-XA1207672-190520-00903,165,164.88,150.6,114.29,11.9,12.23,,11.98,6.61,24.02,27.6,100.95,6.6
I-B-XA1207672-190627-01016,149.8,151.43,154.9,115.32,11.69,12.38,,11.97,6.62,25.8,12.6,105.3,6.62
I-B-XA1207672-190503-03422,139.4,153.38,173.9,108.62,12.09,12.25,,11.98,6.62,21.42,25.6,97.14,6.61
I-B-XA1207672-190425-00622,165.4,159.92,163.5,114.08,12.09,12.23,,11.97,6.6,21.53,19.9,99.72,6.63
I-B-XA1207672-190706-01592,171.8,161.72,160.1,110.45,11.74,12.36,,11.97,6.61,24.29,22.6,94.07,6.61
I-B-XA1207672-190906-03090,156.7,148.26,159.6,119.38,12.03,12.45,0.41,11.97,6.4,25.45,9.3,96.51,6.4
I-B-XA1207672-190503-04271,153.3,173.74,137.6,116.51,12.06,12.12,,11.97,6.62,24.03,18.7,100.69,6.6
I-B-XA1207672-190528-01856,151.1,166.43,173.2,109.41,11.82,12.24,,11.97,6.6,26.61,15.2,97.23,6.62
I-B-XA1207672-190828-01444,177.9,156.57,187.3,114.99,12.13,12.26,0.41,11.97,6.41,21.56,14.7,95.69,6.41
I-B-XA1207672-190830-04569,150.5,147.82,144.4,112.93,12.13,12.21,0.39,11.97,6.41,16.46,15.4,76.5,6.41
I-B-XA1207672-190427-02134,168.1,179.35,168.5,120.06,12.05,12.27,,11.97,6.62,24.31,12.2,101.93,6.61
I-B-XA1207672-190503-03868,157.5,152.99,151.1,116.79,12.08,12.36,,11.97,6.61,23.48,15.8,104.52,6.62
I-B-XA1207672-190802-02682,158.9,168.88,140.3,108,11.8,12.41,0.37,11.97,6.61,25.99,19.4,97.79,6.62
I-B-XA1207672-190503-02359,138.3,157.81,182.8,113.65,12.08,12.25,,11.97,6.63,20.86,15.1,97.89,6.61
I-B-XA1207672-190801-01498,163.6,138.56,155.4,110.98,11.83,12.23,0.39,11.97,6.6,24.41,23.1,96.46,6.61
I-B-XA1207672-190712-03539,192.5,158.79,167.5,109.31,11.86,12.33,,11.98,6.6,27.13,19.2,100.42,6.61
I-B-XA1207672-190828-00754,156.9,157.73,173.6,115.42,12.13,12.34,0.39,11.97,6.41,19.35,14.4,95.58,6.4
I-B-XA1207672-190828-03216,180.3,151.97,149.8,110.46,12.12,12.24,0.38,11.97,6.41,20.89,19.1,104.25,6.41
I-B-XA1207672-190429-00881,181.5,176.71,148.7,113.92,12.08,12.17,,11.97,6.62,25.4,23,96.5,6.62
I-B-XA1207672-190729-00335,167.9,143.08,166.7,115.44,11.88,12.19,0.38,11.97,6.61,25.66,11.7,92.18,6.61
I-B-XA1207672-190502-01315,170.1,176.8,140.5,109.31,12.06,12.28,,11.97,6.62,25.07,12.4,97.28,6.62
I-B-XA1207672-190828-03595,146.6,154.82,134.6,109.21,12.12,12.21,0.4,11.97,6.41,23.69,23.2,99.24,6.41
I-B-XA1207672-190513-00571,148.8,180.76,160.1,118.16,11.9,12.32,,11.97,6.6,25.4,19.8,106.44,6.61
I-B-XA1207672-190627-01283,179,139.37,170,115.41,11.73,12.3,,11.97,6.61,22.66,15.9,97.69,6.61
I-B-XA1207672-190503-03933,170.3,173.79,167.3,113.9,12.06,12.14,,11.97,6.61,24.76,19.8,105.73,6.63
I-B-XA1207672-190429-00661,173.5,170.96,188.3,114.39,12.09,12.15,,11.97,6.6,24.5,25,103.66,6.61
I-B-XA1207672-190503-04328,152.2,160.36,148.2,115.66,12.08,12.18,,11.97,6.62,23.35,15.6,105.76,6.61
I-B-XA1207672-190508-02455,143.4,159.64,155.4,110.43,12.1,12.27,,11.97,6.62,22.46,16.8,99.83,6.61
I-B-XA1207672-190802-00649,164.9,157.47,161.6,114.22,11.82,12.16,0.35,11.97,6.6,25.16,28.9,94.89,6.64
I-B-XA1207672-190424-02119,181.5,177.86,160.5,112.6,12.07,12.21,,11.97,6.62,24.85,12.6,103.08,6.63
I-B-XA1207672-190503-04151,146.8,160.1,158.9,112.2,12.08,12.17,,11.97,6.65,24.4,22.2,104.32,6.63
I-B-XA1207672-190520-00505,154.1,160.63,162.3,115.93,11.89,12.29,,11.97,6.62,22.51,12.7,87.27,6.61
I-B-XA1207672-190712-03387,153.8,166.29,191.4,110.98,11.83,12.3,,11.97,6.61,29.09,14.3,107.44,6.6
I-B-XA1207672-190530-04048,180.6,147.83,138.4,114.81,11.91,12.3,,11.97,6.62,22.03,16.7,88.63,6.61
I-B-XA1207672-190706-02342,158.3,146.53,140.3,114.46,11.77,12.27,,11.97,6.62,25.14,18.1,94.64,6.61
I-B-XA1207672-190610-00999,153.9,163.95,171.1,114.84,11.89,12.31,,11.97,6.62,22.64,15.8,90.09,6.6
I-B-XA1207672-190504-01606,155.8,157.29,157.1,117.32,12.08,12.18,,11.97,6.64,24.61,18.6,109.61,6.61
I-B-XA1207672-190527-00876,165.8,175.21,158.8,110.89,11.9,12.17,,11.98,6.62,27.36,21.3,101.41,6.62
I-B-XA1207672-190712-01727,197.8,145.05,140.8,113.16,11.84,12.33,,11.97,6.46,25.92,12.1,100.67,6.61
I-B-XA1207672-190503-01080,150.2,176.84,169.3,115.9,12.06,12.1,,11.97,6.62,21.95,37.1,102.12,6.61
I-B-XA1207672-190508-03002,131,168.65,165.6,118.81,12.08,12.22,,11.97,6.61,22.68,18.8,100.3,6.62
I-B-XA1207672-190425-00248,186.3,179.77,157.2,114.6,12.05,12.28,,11.97,6.6,24.3,18.4,104.55,6.61
I-B-XA1207672-190801-03600,166.4,158.72,169.8,114.28,11.82,12.19,0.32,11.97,6.62,24.97,27.2,93.83,6.62
I-B-XA1207672-190712-01097,182.7,161.18,154.2,115.95,11.83,12.3,,11.97,6.61,24.52,15.3,99.39,6.62
I-B-XA1207672-190504-01707,167.9,179.52,154.3,112.47,12.06,12.22,,11.97,6.6,25.25,13.2,101.53,6.62
I-B-XA1207672-190520-00448,156.6,158.94,163.4,118.39,11.9,12.25,,11.97,6.62,23.11,20,101.35,6.62
I-B-XA1207672-190905-04043,167,154.63,152.4,116.85,12.1,12.23,0.41,11.97,6.41,22.4,18.1,99.22,6.41
I-B-XA1207672-190830-03825,159.4,148.24,159.2,114.1,12.1,12.27,0.38,11.97,6.41,19.58,14.5,89.06,6.41
I-B-XA1207672-190830-04374,148.1,156.41,185.2,110.93,12.12,12.3,0.39,11.97,6.41,18.95,12.2,81.38,6.41
I-B-XA1207672-190610-00330,165.4,157.17,147.7,117.02,11.9,12.24,,11.97,6.62,24.53,13.9,91.1,6.61
I-B-XA1207672-190429-00820,152.9,160.11,157,114.43,12.07,12.18,,11.97,6.62,21.52,23.7,99.05,6.61
I-B-XA1207672-190621-03348,160.2,148.61,154.5,117.85,11.9,12.27,,11.97,6.61,23.97,12.1,95.59,6.6
I-B-XA1207672-190503-00880,183.6,160.69,136.9,109.81,12.08,12.24,,11.97,6.62,22.47,24.8,100.31,6.6
I-B-XA1207672-190829-00129,143,152.53,146.8,111.3,12.13,12.37,0.39,11.97,6.42,18.73,12.6,83.98,6.42
I-B-XA1207672-190830-02068,138.1,150.59,141.8,114.1,12.1,12.28,0.38,11.97,6.41,18.74,16.6,85.47,6.4
I-B-XA1207672-190801-01343,160.2,145.64,150.9,116.74,11.84,12.23,0.38,11.97,6.61,24.84,14.5,102.51,6.64
I-B-XA1207672-190503-01031,177.6,157.85,149.3,115.05,12.07,12.27,,11.97,6.62,22.57,20.5,98.22,6.61
I-B-XA1207672-190905-00422,152.7,139.25,166.3,110.96,12.11,12.39,0.41,11.97,6.41,24.75,10.1,95.95,6.41
