PROC_TRACEINFO,OP070_V_1_angle_value,OP090_SnapRingPeakForce_value,OP070_V_2_angle_value,OP120_Rodage_I_mesure_value,OP090_SnapRingFinalStroke_value,OP110_Vissage_M8_torque_value,OP100_Capuchon_insertion_mesure,OP120_Rodage_U_mesure_value,OP070_V_1_torque_value,OP090_StartLinePeakForce_value,OP110_Vissage_M8_angle_value,OP090_SnapRingMidPointForce_val,OP070_V_2_torque_value
I-B-XA1207672-190503-04320,163.1,166.82,185.1,118.08,12.08,12.13,,11.97,6.63,23.39,19.4,101.11,6.61
I-B-XA1207672-190907-02484,164.3,157.21,178.6,111.56,12.05,12.26,0.41,11.97,6.41,21.49,14.3,95.16,6.41
I-B-XA1207672-190528-03417,156.1,164.74,137.8,108.43,11.88,12.31,,11.97,6.62,22.05,9.9,93.3,6.61
I-B-XA1207672-190802-01976,151.2,165.33,197.3,115.61,11.83,12.33,0.35,11.97,6.61,25.93,11.7,103.72,6.6
I-B-XA1207672-190503-03054,152.7,170.78,151.1,108.96,12.05,12.24,,11.98,6.62,23.88,14.8,97.66,6.63
I-B-XA1207672-190829-00563,161.2,156.95,170.9,113.3,12.11,12.12,0.39,11.97,6.4,18.93,17.4,82.63,6.41
I-B-XA1207672-190712-01652,174.4,145.27,153,110.76,11.85,12.24,,11.97,6.61,26.76,13.7,103.41,6.6
I-B-XA1207672-190520-00133,158.5,180.59,149.8,118.65,11.89,12.28,,11.97,6.62,24.94,11.3,103.4,6.62
I-B-XA1207672-190801-01925,154.8,157.94,168.7,113.82,11.83,12.31,0.38,11.97,6.6,24.17,11,95.71,6.61
I-B-XA1207672-190706-02609,174.3,152.67,195.6,114,11.77,12.3,,11.97,6.63,25.35,17.6,92.07,6.6
I-B-XA1207672-190713-00624,156.7,148.21,161.2,115.84,11.85,12.24,,11.97,6.61,25.14,15.3,102.48,6.61
I-B-XA1207672-190904-01518,152.7,139.41,148.1,113.18,12.11,12.27,0.35,11.97,6.41,21.61,20.6,97.13,6.41
I-B-XA1207672-190830-03117,143,145.54,158.7,119.6,12.1,12.22,0.4,11.97,6.41,17.09,16.8,77.38,6.41
I-B-XA1207672-190907-00696,148,156.24,174.1,112.57,12.06,12.26,0.41,11.97,6.41,23.28,15.5,107.2,6.41
I-B-XA1207672-190503-03112,144.5,171.01,171.2,112.96,12.07,12.22,,11.97,6.6,24.74,17.1,102.53,6.6
I-B-XA1207672-190904-01136,131.3,150.09,152.7,114.57,12.08,12.28,0.3,11.97,6.41,22.39,16.4,91.88,6.42
I-B-XA1207672-190508-02424,169.3,165.86,161.2,111.29,12.09,12.42,,11.97,6.62,23.59,9.7,98.67,6.6
I-B-XA1207672-190829-00075,143.4,159.53,167.2,111.02,12.11,12.25,0.38,11.97,6.41,19.9,14.2,98.13,6.41
I-B-XA1207672-190905-03902,140.3,154.09,158.4,112.39,12.1,12.27,0.41,11.97,6.41,21.13,22.3,104.03,6.42
I-B-XA1207672-190815-00424,128.6,161.24,140.7,109.46,11.82,12.33,0.38,11.97,6.61,26.36,15.1,100.13,6.61
I-B-XA1207672-190520-01169,175.8,163.55,163.5,118.3,11.9,12.21,,11.97,6.62,23.24,15.6,94.43,6.61
I-B-XA1207672-190503-03111,146.3,160.08,141.7,111.83,12.08,12.2,,11.97,6.63,23.1,16.7,100.6,6.63
I-B-XA1207672-190828-01998,163.1,144.34,161.4,113.16,12.12,12.19,0.39,11.97,6.42,19.15,16.6,89.11,6.41
I-B-XA1207672-190429-00872,150.7,168.48,139.7,114.28,12.06,12.2,,11.98,6.61,23.07,17.6,100.94,6.62
I-B-XA1207672-190712-03863,186.4,142.61,178.4,108.71,11.85,12.31,,11.98,6.63,24.3,10.6,100.49,6.61
I-B-XA1207672-190907-00388,160.5,156.35,149.5,112.13,12.05,12.14,0.41,11.97,6.41,24,24,109.31,6.41
I-B-XA1207672-190424-03245,156.3,171.04,157.9,114.32,12.06,12.19,,11.97,6.63,24.29,23.4,103.31,6.61
I-B-XA1207672-190703-00912,141.6,155.77,178.5,110.1,11.76,12.21,,11.97,6.61,27.36,14.9,104.5,6.61
I-B-XA1207672-190520-00914,158.3,169.65,151.2,113.69,11.88,12.18,,11.97,6.6,24.71,30.4,100.68,6.61
I-B-XA1207672-190508-02933,138.3,172.72,154,115.55,12.07,12.25,,11.97,6.62,24.59,18.2,101.96,6.61
I-B-XA1207672-190429-00436,140.1,184.16,186.3,117.65,12.06,12.23,,11.97,6.62,25.91,39.3,103.99,6.61
I-B-XA1207672-190504-01796,162.3,154.4,146.4,108.9,12.11,12.22,,11.97,6.62,23.42,17.3,102,6.62
I-B-XA1207672-190713-00250,122.7,162.11,193.5,117.17,11.83,12.35,,11.97,6.61,26.62,9.2,107.21,6.61
I-B-XA1207672-190905-01002,154.9,148.28,139.2,110.93,12.1,12.24,0.41,11.97,6.41,21.07,16.5,93.5,6.41
I-B-XA1207672-190425-01070,173.2,161.99,159.8,110.9,12.08,12.3,,11.98,6.6,23.07,11.8,103.95,6.62
I-B-XA1207672-190712-03781,161.7,165.19,162.3,112.37,11.84,12.18,,11.97,6.61,25.49,19.4,107.78,6.61
I-B-XA1207672-190801-01825,173,156.66,127.7,125.22,11.82,12.16,0.38,11.97,6.61,24.97,26.6,101.65,6.61
I-B-XA1207672-190502-02151,159.6,177.19,172.9,110.93,12.06,12.28,,11.98,6.6,22.94,19.5,101.59,6.6
I-B-XA1207672-190907-00985,167.9,138.73,157.5,113.96,12.06,12.33,0.41,11.97,6.41,22.63,15.8,105.2,6.43
I-B-XA1207672-190706-01701,197.8,161.03,176.8,115.22,11.75,12.28,,11.97,6.51,25.8,12.2,103.83,6.61
I-B-XA1207672-190802-02174,131.2,159.53,187.4,110.16,11.83,12.35,0.36,11.97,6.62,24.66,11.2,93.79,6.6
I-B-XA1207672-190907-00424,160.3,145.47,175,109.11,12.05,12.37,0.41,11.97,6.41,20.18,12.6,92.8,6.4
I-B-XA1207672-190502-01281,148.3,160.15,160.3,112.03,12.07,12.28,,11.98,6.62,21.94,11.2,97.42,6.62
I-B-XA1207672-190803-00376,156.9,162.44,164.1,110.99,11.81,12.26,0.36,11.97,6.61,27.61,14.7,101.99,6.63
I-B-XA1207672-190504-01699,173.5,155.59,172,113.59,12.09,12.2,,11.97,6.65,20.96,12.6,102.85,6.65
I-B-XA1207672-190503-01062,148.5,156.34,179.3,113.41,12.09,12.34,,11.97,6.61,25.82,18.6,98.96,6.62
I-B-XA1207672-190520-00114,159.1,169.52,169.3,115.27,11.9,12.31,,11.97,6.62,23.63,10.8,105.4,6.62
I-B-XA1207672-190520-00830,152.1,176.02,148.3,116.29,11.87,12.15,,11.97,6.6,22.35,26.4,95.16,6.61
I-B-XA1207672-190706-02352,162.9,149.12,156.2,110.99,11.79,12.23,,11.97,6.6,25.45,17.9,94.26,6.61
I-B-XA1207672-190907-01751,172.4,134.14,151.9,110.4,12.06,12.29,0.39,11.97,6.41,21.74,13.3,91.92,6.41
I-B-XA1207672-190424-02388,146.3,171.17,140.7,113.5,12.06,12.25,,11.97,6.6,24.54,14,100.26,6.61
I-B-XA1207672-190802-01313,156.4,151.91,160.8,112.11,11.85,12.34,0.39,11.97,6.61,26.01,9.9,98.64,6.61
I-B-XA1207672-190907-02462,168.3,157.08,164.1,122.2,12.04,12.21,0.41,11.97,6.41,21.12,13.4,97.05,6.4
I-B-XA1207672-190511-01010,156.3,164.85,156.9,117.04,11.93,12.23,,11.97,6.62,25.3,18.4,107.48,6.61
I-B-XA1207672-190609-00014,128.9,170.89,149.4,114.52,11.9,12.29,,11.97,6.62,23.93,11.7,94.7,6.62
I-B-XA1207672-190528-03538,165.7,163.5,154.7,114.28,11.89,12.19,,11.97,6.62,23.78,15.2,88.95,6.63
I-B-XA1207672-190508-01119,156.1,167.89,184.5,118.44,12.08,12.33,,11.97,6.62,23.32,11.2,96.06,6.61
I-B-XA1207672-190513-00046,149.5,171.18,153.6,114.79,11.97,12.26,,11.97,6.62,25.13,14.2,94.54,6.61
I-B-XA1207672-190513-00249,170.7,172.41,150.9,117.34,11.9,12.29,,11.97,6.62,27.2,12.8,98.06,6.61
I-B-XA1207672-190715-00326,149.9,169.31,165.8,110.59,11.84,12.34,,11.97,6.61,27.8,18.1,111.39,6.61
I-B-XA1207672-190802-01282,148.2,160.97,144.8,107.93,11.81,12.28,0.3,11.97,6.61,24.45,13.3,97,6.63
I-B-XA1207672-190831-00920,139.3,151.93,181.7,116.38,12.11,12.27,0.4,11.98,6.41,18.9,13.7,88.79,6.41
I-B-XA1207672-190528-01579,149.1,153.74,154.3,112.3,11.9,12.38,,11.97,6.6,23.77,8.5,93.11,6.63
I-B-XA1207672-190513-01560,155.5,168.39,155.8,118.63,11.92,12.26,,11.97,6.62,26.65,13.1,105.26,6.61
I-B-XA1207672-190610-00319,163.5,165.04,135.3,118.61,11.91,12.35,,11.97,6.63,24.64,12.8,90.81,6.6
I-B-XA1207672-190802-00445,167.1,142.49,142.3,112.16,11.84,12.21,0.36,11.97,6.61,23.42,18.1,101.73,6.6
I-B-XA1207672-190713-00826,171.7,165.71,156.3,107.7,11.83,12.16,,11.97,6.61,28.85,21.9,109.57,6.6
I-B-XA1207672-190712-03398,147.1,150.34,144.4,110.56,11.84,12.24,,11.97,6.62,26.52,18.8,103.01,6.61
I-B-XA1207672-190424-01059,159.3,178.74,182.3,115.74,12.06,12.32,,11.97,6.62,25.61,12.5,100.28,6.63
I-B-XA1207672-190906-02035,146.4,136.98,165.3,114.76,12.05,12.27,0.41,11.98,6.4,23.99,17.9,95.81,6.41
I-B-XA1207672-190713-00254,142.7,161.2,183.7,115.58,11.82,12.3,,11.97,6.6,26.32,19.3,103.26,6.62
I-B-XA1207672-190802-02185,166.4,157.98,137.1,109.18,11.85,12.26,0.36,11.97,6.6,23.85,13.1,101.7,6.61
I-B-XA1207672-190801-01560,147.1,155.88,156.4,113.05,11.83,12.28,0.38,11.97,6.62,25.96,17.3,103.46,6.6
I-B-XA1207672-190729-00364,166.7,141.43,167.1,112.66,11.86,12.24,0.39,11.97,6.61,23.76,14.6,91.64,6.6
I-B-XA1207672-190503-02419,156.8,167.35,141,120.88,12.07,12.36,,11.97,6.62,22.78,17,94.46,6.61
I-B-XA1207672-190531-00308,136.4,166.43,166.3,110.81,11.88,12.25,,11.97,6.61,23.92,13.1,89.31,6.61
I-B-XA1207672-190528-03087,139.2,167.04,173.2,107.25,11.87,12.32,,11.98,6.61,22.62,13.1,88.64,6.62
I-B-XA1207672-190629-00852,157.2,142.82,173.1,113.91,11.74,12.28,,11.97,6.6,26.27,12.1,116.79,6.6
I-B-XA1207672-190905-03041,137,143.58,170.4,109.41,12.1,12.4,0.41,11.97,6.42,21.96,10.5,94.48,6.41
I-B-XA1207672-190513-00188,149.3,170.9,162.3,114.15,11.9,12.29,,11.97,6.62,30.58,12.5,107.71,6.61
I-B-XA1207672-190610-00385,155.2,162.78,151.1,110.73,11.89,12.24,,11.97,6.62,25.18,22.2,101.78,6.63
I-B-XA1207672-190906-02545,140.9,146.25,161.1,115.11,12.04,12.15,0.41,11.97,6.4,24.86,21.1,100.8,6.4
I-B-XA1207672-190425-00164,179.7,183.68,167.2,106.49,12.05,12.28,,11.97,6.62,24.97,18.4,103.34,6.61
I-B-XA1207672-190513-01200,165.9,162.26,132.5,109.5,11.93,12.37,,11.97,6.6,27.05,11.4,96.48,6.62
I-B-XA1207672-190502-02791,165.2,156.42,152.2,113.97,12.08,12.12,,11.97,6.62,23.74,25.6,103.23,6.6
I-B-XA1207672-190513-00095,147.8,184.82,161.8,113.25,11.89,12.39,,11.97,6.62,26.25,28.2,96.28,6.61
I-B-XA1207672-190802-01737,149.6,159.33,157.9,114.13,11.82,12.31,0.37,11.97,6.62,24.3,17.6,93.34,6.63
I-B-XA1207672-190425-01199,165.4,174.24,172.7,110.71,12.04,12.27,,11.97,6.62,23.62,11.4,101.38,6.6
I-B-XA1207672-190802-01097,147.6,138.03,148,111.76,11.85,12.38,0.34,11.97,6.61,24.23,10.3,97.47,6.63
I-B-XA1207672-190712-01835,146.7,149.92,169.6,117.87,11.84,12.25,,11.97,6.6,28,20.5,106.53,6.63
I-B-XA1207672-190828-01584,152.5,154.9,177.7,106.65,12.12,12.24,0.39,11.97,6.41,24.87,18.1,113.56,6.41
I-B-XA1207672-190528-02443,149.1,169.39,170.2,111.72,11.89,12.34,,11.98,6.62,23.18,12.5,101.4,6.61
I-B-XA1207672-190527-00383,174.1,173.55,152.8,106.35,11.87,12.4,,11.97,6.62,25.43,10.6,102.45,6.6
I-B-XA1207672-190802-00090,148.3,157.31,178.9,112.37,11.84,12.42,0.3,11.97,6.61,26.04,10.9,96.47,6.61
I-B-XA1207672-190830-04372,157.7,148.36,171.4,109.01,12.13,12.29,0.39,11.97,6.41,18,17.5,78.53,6.43
I-B-XA1207672-190907-02579,171.4,158.16,147.3,113.42,12.06,12.16,0.41,11.97,6.41,19.77,21.1,96.03,6.42
I-B-XA1207672-190425-01143,158.5,169.5,151.1,116.58,12.08,12.27,,11.97,6.62,23.29,16.5,101.79,6.62
I-B-XA1207672-190713-00082,163.5,148.44,197.6,112.97,11.83,12.25,,11.97,6.6,25.39,14.9,101.09,6.5
I-B-XA1207672-190528-03072,165.1,166.26,131,109.19,11.89,12.35,,11.98,6.62,23.54,19.7,88.83,6.62
I-B-XA1207672-190504-00919,164.2,157,141,118.48,12.09,12.3,,11.97,6.62,26.21,17.9,102.37,6.61
I-B-XA1207672-190822-00522,182.6,149.96,188.4,114.76,11.85,12.2,0.38,11.97,6.62,25.52,39.7,97.3,6.61
I-B-XA1207672-190502-01462,139.6,165.84,152.9,109.91,12.07,12.08,,11.98,6.61,21.33,47.6,95.88,6.61
I-B-XA1207672-190502-01482,137.5,175.03,147.2,109.27,12.07,12.31,,11.97,6.6,24.6,12,94.42,6.61
I-B-XA1207672-190905-01367,159.3,139.24,170.9,111.29,12.11,12.27,0.41,11.97,6.4,22.42,15.3,100.84,6.43
I-B-XA1207672-190907-00947,155.7,154.59,169.9,111.3,12.04,12.26,0.41,11.97,6.43,20.36,13.3,90.56,6.42
I-B-XA1207672-190830-03144,149.1,152.08,145.8,109.64,12.1,12.24,0.39,11.97,6.42,20.21,14,87,6.41
I-B-XA1207672-190627-01481,168.9,138.48,142.5,115.73,11.71,12.38,,11.97,6.62,23.57,22.8,97.37,6.62
I-B-XA1207672-190828-01153,163.2,150.13,175.5,115.9,12.12,12.32,0.4,11.97,6.41,23.07,9,94.52,6.42
I-B-XA1207672-190715-00351,188,166.89,169.5,115.13,11.84,12.24,,11.97,6.61,27.19,22.3,109.74,6.61
I-B-XA1207672-190504-00037,131.9,162.99,155.5,113.27,12.07,12.27,,11.97,6.62,24.26,13.3,103.92,6.61
I-B-XA1207672-190713-00971,193.1,162.29,127.7,116.54,11.82,12.28,,11.97,6.6,25.72,15.4,108.16,6.61
I-B-XA1207672-190802-02916,166.2,167.03,195.1,109.91,11.8,12.33,0.35,11.97,6.61,25.23,11,102.25,6.61
I-B-XA1207672-190829-00322,169.1,148.24,139.4,111.28,12.12,12.23,0.4,11.97,6.41,18.82,15,82.41,6.44
I-B-XA1207672-190906-01775,156.8,131.67,140,112.85,12.04,12.31,0.41,11.97,6.43,21.4,19.6,90.83,6.4
I-B-XA1207672-190513-00105,173.8,168.25,147.6,115.18,11.9,12.41,,11.97,6.62,24.98,21.2,97.06,6.62
I-B-XA1207672-190502-02538,156.9,168.79,173.1,107.58,12.06,12.21,,11.97,6.6,23.52,30.3,99.63,6.62
I-B-XA1207672-190906-01687,167.2,151.07,197.7,112.38,12.05,12.24,0.41,11.97,6.41,23.13,15.7,103.18,6.25
I-B-XA1207672-190503-03765,160.8,153.73,156.8,111.07,12.08,12.15,,11.98,6.62,23.57,20.6,96.66,6.63
I-B-XA1207672-190830-02191,159,152.44,157.2,115.4,12.07,12.23,0.38,11.97,6.4,17.47,14.5,88.24,6.41
I-B-XA1207672-190502-02408,167.3,156.18,167.3,112.04,12.08,12.19,,11.97,6.62,23.59,27.5,102.08,6.6
I-B-XA1207672-190422-00530,171.8,181.27,190.1,114.87,12.08,12.15,,11.97,6.62,22.59,45.9,96.13,6.61
I-B-XA1207672-190513-01199,132.4,168.37,152,111.08,11.92,12.28,,11.97,6.62,29.62,16.3,109.56,6.6
I-B-XA1207672-190530-03894,149,164.99,154.6,113.34,11.9,12.3,,11.97,6.62,22.55,15.6,85.07,6.61
I-B-XA1207672-190706-01315,191.6,163.6,150.1,109.94,11.75,12.26,,11.97,6.61,23.71,10.2,95.61,6.61
I-B-XA1207672-190528-02436,165.9,152.49,146,111.11,11.91,12.26,,11.97,6.6,23.92,15.6,91.97,6.62
I-B-XA1207672-190829-00832,158.3,149.02,142.3,114.23,12.13,12.16,0.38,11.97,6.41,19.45,17,87.47,6.41
I-B-XA1207672-190504-00183,146.4,176.25,143,114.92,12.05,12.3,,11.97,6.65,23.53,11.9,103.96,6.63
I-B-XA1207672-190429-00849,146.4,157.85,159.3,136.23,12.08,12.29,,11.97,6.62,20.33,17.5,102.74,6.61
I-B-XA1207672-190712-01225,197.9,141.22,158.3,113.58,11.84,12.31,,11.97,6.4,27.57,13.5,102.67,6.63
I-B-XA1207672-190427-02246,174.1,170.72,145.7,115.98,12.06,12.4,,11.97,6.63,25.07,10.2,100.44,6.61
I-B-XA1207672-190829-00177,172.7,152.18,155,109.75,12.11,12.25,0.38,11.97,6.41,18.09,16.4,83.19,6.42
I-B-XA1207672-190520-00022,175.4,175.29,171.2,112.58,11.86,12.18,,11.98,6.63,25.4,21.5,102.75,6.61
I-B-XA1207672-190530-03614,146.4,154.58,166.4,113.6,11.9,12.26,,11.97,6.62,24.06,14,94.21,6.63
I-B-XA1207672-190905-01101,154.7,153.11,169.8,113.78,12.1,12.32,0.39,11.97,6.41,23.17,12.6,101.77,6.4
I-B-XA1207672-190527-00643,149.8,164.43,132.9,103.43,11.89,12.21,,11.97,6.62,24.34,16.7,89.42,6.61
I-B-XA1207672-190905-03210,138.3,153.04,132.2,112.8,12.09,12.27,0.41,11.97,6.41,23.32,15.2,100.5,6.41
I-B-XA1207672-190905-01594,146.9,136.44,150.6,112.1,12.11,12.21,0.41,11.97,6.41,23.5,16,97.6,6.42
I-B-XA1207672-190905-01517,146.3,149.49,171.3,114.84,12.11,12.27,0.41,11.97,6.41,20.75,18.3,93.14,6.43
I-B-XA1207672-190801-02195,139.3,155.02,158.6,106.28,11.86,12.1,0.38,11.97,6.6,25.3,26.7,96.43,6.6
I-B-XA1207672-190508-02487,176.5,157.42,152.7,115.43,12.09,12.21,,11.97,6.61,22.29,15.2,101.69,6.61
I-B-XA1207672-190503-03198,166.2,173.96,156.1,112.6,12.06,12.16,,11.98,6.61,24.38,21,100.86,6.61
I-B-XA1207672-190520-00059,154.7,176.96,162.5,110.72,11.88,12.26,,11.97,6.6,24.06,13.1,111.24,6.61
I-B-XA1207672-190706-02418,186.8,142.24,154.7,116.09,11.78,12.27,,11.97,6.6,21.85,14.6,91.54,6.63
I-B-XA1207672-190828-03254,189.5,148.99,163.8,112.41,12.12,12.26,0.38,11.97,6.41,24.27,18.9,105.02,6.41
I-B-XA1207672-190904-01609,139.4,152.91,147.3,111.68,12.09,12.26,0.42,11.97,6.4,23.43,13,104.34,6.41
I-B-XA1207672-190907-00017,164.3,155.95,156,120.63,12.06,12.21,0.41,11.97,6.41,23.45,14.8,105.25,6.42
I-B-XA1207672-190503-03543,114.4,171.43,144.2,115.92,12.07,12.3,,11.97,6.62,23.86,15.9,105.07,6.62
I-B-XA1207672-190503-00063,154.4,162.99,180.4,113.02,12.08,12.33,,11.97,6.6,23.97,9.6,103.65,6.61
I-B-XA1207672-190504-00020,155.6,153.99,163.6,114.9,12.09,12.17,,11.97,6.62,23.36,19.3,96.05,6.62
I-B-XA1207672-190801-03813,149.1,157.73,171.4,110.38,11.82,12.14,0.29,11.98,6.61,24.51,21.8,97.84,6.61
I-B-XA1207672-190830-02873,156.4,153,150.6,115.11,12.1,12.23,0.39,11.97,6.4,18.66,18.8,83.81,6.43
I-B-XA1207672-190528-01298,166.6,153.14,158,110.45,11.9,12.28,,11.97,6.6,25.28,13.8,99.81,6.6
I-B-XA1207672-190727-01163,160.3,145.89,156.2,110.94,11.83,12.23,0.41,11.97,6.6,23.84,13.9,96.57,6.6
I-B-XA1207672-190814-01786,165.2,159.17,169,108.81,11.83,12.19,0.38,11.97,6.61,25.39,18,101.92,6.61
I-B-XA1207672-190706-01450,163.7,155.88,146.5,111.56,11.75,12.34,,11.97,6.63,23.88,14.2,87.65,6.62
I-B-XA1207672-190802-00742,141.9,155.55,150.2,116.43,11.83,12.16,0.36,11.97,6.6,24.88,20,96.71,6.64
I-B-XA1207672-190905-03198,142.3,148.11,148.2,114.86,12.09,12.3,0.41,11.97,6.41,22.53,15.1,102.38,6.43
I-B-XA1207672-190513-00399,158.7,172.58,179.7,117.73,11.92,12.31,,11.97,6.6,25.78,17,94.01,6.61
I-B-XA1207672-190503-04188,142.2,172.05,169.3,115.87,12.06,12.26,,11.97,6.62,24.26,13.4,97.3,6.61
I-B-XA1207672-190609-00024,138.1,159.29,134.3,114.98,11.9,12.29,,11.97,6.61,24.43,12.3,90.79,6.62
I-B-XA1207672-190520-00582,157.4,158.69,164.9,118.3,11.9,12.28,,11.97,6.61,25.41,12.7,106.38,6.6
I-B-XA1207672-190815-00830,151.5,150.07,140.3,119.59,11.82,12.31,0.38,11.97,6.6,25.13,16.9,97.85,6.61
I-B-XA1207672-190504-01955,146.6,153.54,146.6,121.4,12.08,12.26,,11.97,6.62,23.23,17.6,97.34,6.61
I-B-XA1207672-190905-04111,145,146.1,139.2,108.3,12.05,12.35,0.41,11.97,6.41,24.34,11.8,106.75,6.44
I-B-XA1207672-190830-04392,193.4,151,168.4,109.48,12.1,12.23,0.39,11.97,6.4,17.73,14.7,78.61,6.44
I-B-XA1207672-190906-02252,154.2,151.66,153.8,113.3,12.02,12.14,0.41,11.97,6.4,23.15,31.3,102.01,6.41
I-B-XA1207672-190504-01493,164.5,171.48,169.5,115.15,12.08,12.23,,11.98,6.6,24.68,13.6,98.61,6.6
I-B-XA1207672-190422-00426,172.4,182.03,166.4,114.98,12.07,12.14,,11.97,6.6,24.11,32.6,100.78,6.62
I-B-XA1207672-190713-00664,160.7,140.41,158.5,116.76,11.85,12.18,,11.97,6.62,24,12.7,102.27,6.61
I-B-XA1207672-190425-00541,155.4,167.23,183.8,109.94,12.07,12.23,,11.97,6.62,19.08,21,99.41,6.63
I-B-XA1207672-190801-01386,155.4,146.28,160.8,113.62,11.84,12.24,0.37,11.97,6.61,26.67,13.5,101.76,6.61
I-B-XA1207672-190906-00773,150.3,132.52,133.3,111.51,12.04,12.47,0.41,11.97,6.4,23.26,19.3,100.49,6.41
I-B-XA1207672-190802-02631,145.8,163.68,173.6,112.64,11.82,12.37,0.36,11.97,6.6,23.5,12.4,97.18,6.63
I-B-XA1207672-190821-01306,166.2,152.27,139.7,116.33,11.8,12.29,0.38,11.97,6.61,25.13,16.2,97.64,6.6
I-B-XA1207672-190508-02443,160.7,152.7,151.2,110.08,12.09,12.22,,11.97,6.63,21.89,34.1,99.81,6.6
I-B-XA1207672-190729-00291,164.1,158.17,178.7,110.91,11.82,12.4,0.39,11.97,6.61,24.74,11.9,96.02,6.61
I-B-XA1207672-190527-00676,169,151.76,158.7,107.27,11.9,12.33,,11.98,6.62,25.23,16.5,100.56,6.62
I-B-XA1207672-190907-01148,163.2,137.89,179.8,110.73,12.05,12.23,0.41,11.97,6.44,23.53,28.2,96.62,6.4
I-B-XA1207672-190424-02111,197.5,171.34,197.7,114.37,12.07,12.22,,11.97,6.49,23.85,18.4,102.98,6.31
I-B-XA1207672-190706-01806,182.9,159.49,194.5,111.31,11.77,12.22,,11.97,6.61,25.43,18.6,94.74,6.6
I-B-XA1207672-190712-03106,160.9,159.65,168,107.63,11.85,12.24,,11.97,6.6,27.95,17.1,108.55,6.61
I-B-XA1207672-190830-05037,178.2,154.62,151.6,111.26,12.12,12.29,0.38,11.97,6.41,19.3,14.5,83.79,6.41
I-B-XA1207672-190503-03594,167.9,160.11,154.7,114.19,12.08,12.2,,11.97,6.62,25.26,10.3,94.54,6.61
I-B-XA1207672-190610-00569,154.2,149.89,156.1,111.58,11.9,12.29,,11.98,6.6,24.11,15,88.39,6.6
I-B-XA1207672-190801-01154,148.4,137.11,149.3,109.46,11.85,12.34,0.38,11.97,6.61,25.3,19.4,100.4,6.62
I-B-XA1207672-190830-03959,132.8,162.64,161.9,109.65,12.09,12.19,0.38,11.97,6.41,17.71,18.8,82.3,6.41
I-B-XA1207672-190907-01612,174.5,154.71,192.2,112.77,12.05,12.3,0.41,11.97,6.41,22.21,17.6,88.89,6.42
I-B-XA1207672-190530-03761,157.6,158.1,159.7,111.69,11.9,12.27,,11.97,6.6,23.58,16.5,89.17,6.61
I-B-XA1207672-190906-02247,150,142.8,165.7,110.62,12.03,12.17,0.41,11.97,6.4,22.33,20.9,98.38,6.44
I-B-XA1207672-190422-00050,170.6,181.62,142.2,114.08,12.09,12.24,,11.97,6.62,23.18,22.2,100.58,6.63
I-B-XA1207672-190829-00435,156.3,153.38,156.3,111.74,12.11,12.33,0.37,11.97,6.42,19.8,10.2,88.73,6.43
I-B-XA1207672-190528-01737,148.3,150.34,168.9,111.09,11.9,12.24,,11.97,6.63,23.94,15.9,100.2,6.61
I-B-XA1207672-190503-00957,138.4,156.59,127.8,113.58,12.08,12.18,,11.97,6.62,24.35,26,100.3,6.63
I-B-XA1207672-190427-02309,184.4,179.82,170.4,118.87,12.04,12.29,,11.97,6.6,23.14,11.4,108.75,6.63
I-B-XA1207672-190830-04746,156.4,159.62,152.2,111.13,12.11,12.15,0.38,11.97,6.42,19.62,33.6,84.97,6.4
I-B-XA1207672-190712-01799,179.2,156.68,153.6,114.83,11.84,12.24,,11.97,6.6,25.56,19.8,100.25,6.61
I-B-XA1207672-190425-00679,175.5,178.24,162.2,113.7,12.06,12.28,,11.97,6.62,24.51,16.5,101.81,6.61
I-B-XA1207672-190906-00016,156,156.92,131.6,122.59,12.04,12.32,0.41,11.97,6.41,23.93,11.9,100.94,6.41
I-B-XA1207672-190513-00269,137.9,177.24,168.5,109.38,11.89,12.37,,11.97,6.6,25.56,14.1,97.5,6.61
I-B-XA1207672-190422-00220,145.7,163.63,160.7,112.67,12.1,12.21,,11.98,6.62,25.26,21.3,97.27,6.61
I-B-XA1207672-190712-03439,169.2,138.13,150.3,115.32,11.85,12.31,,11.97,6.6,24.14,12,100.4,6.61
I-B-XA1207672-190528-01889,150.4,152.97,164.4,111.36,11.89,12.21,,11.97,6.61,26.03,23.2,95.93,6.62
I-B-XA1207672-190906-01326,166.1,156.27,152,112.22,12.03,12.27,0.41,11.97,6.4,22.07,10.1,103.18,6.41
I-B-XA1207672-190503-00432,149.3,173.58,140.3,115.88,12.06,12.28,,11.98,6.61,23.36,11,100.93,6.61
I-B-XA1207672-190504-01482,163.4,159.46,162.3,118.82,12.09,12.17,,11.98,6.62,22.71,28.7,101.18,6.61
I-B-XA1207672-190830-01058,135.1,141.67,139.7,116.93,12.11,12.35,0.36,11.97,6.4,19.17,12.7,88.48,6.44
I-B-XA1207672-190528-01337,167.8,160.17,159.3,113.35,11.9,12.27,,11.98,6.61,24.7,12.4,94.94,6.61
I-B-XA1207672-190801-02476,156.2,157.03,173.5,111.54,11.85,12.25,0.32,11.97,6.61,25.45,13,96.31,6.62
I-B-XA1207672-190712-03059,170.2,156.03,197.9,110.58,11.85,12.31,,11.97,6.62,26.11,13.4,100.56,6.26
I-B-XA1207672-190513-00782,164.4,175.07,143.1,113.21,11.92,12.35,,11.97,6.61,26.47,10,98.4,6.61
